Date,Booking_status,level_3,level_4,level_5,level_6,JourneyDate,BookingStatus,TrainNo,ClassOfTravel,ChartingStatus
2017-10-03,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-03,TQWL,16	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-03,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-04,TQWL,8	12864	SL	TQWL,0,1,0,0,0,0.0,0,0.0
2017-10-04,TQWL,6	12864	SL	CNF,S11,13,0,0,0,0.0,0,0.0
2017-10-03,TQWL,96	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-03,TQWL,28	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-03,TQWL,52	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-05,TQWL,19	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-05,TQWL,69	12864	SL	CNF,S9,65,0,0,0,0.0,0,0.0
2017-10-04,TQWL,34	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-04,TQWL,53	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-04,TQWL,30	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-04,TQWL,63	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-04,TQWL,99	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-04,TQWL,54	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-04,TQWL,46	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-04,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-04,TQWL,12	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-04,TQWL,117	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-05,TQWL,9	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-05,TQWL,7	12864	SL	CNF,S6,5,0,0,0,0.0,0,0.0
2017-10-05,TQWL,3	12864	3A	CNF,B1,21,0,0,0,0.0,0,0.0
2017-11-04,TQWL,1	12864	SL	CNF,S6,62,0,0,0,0.0,0,0.0
2017-11-04,TQWL,3	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-11-05,TQWL,2	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-11-04,TQWL,14	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2016-12-07,W/L,0,"53,TQ	*12864	",SL	W/L,0,0,11,0.0,0,0.0
2016-12-07,W/L,0,0,"1,TQ	*12864	",2A	W/L-,1,0,0.0,0,0.0
2016-12-11,W/L,0,"30,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-13,W/L,0,0,"1,TQ	*12864	",3A	B1,0,",",41.0,0,0.0
2016-12-13,W/L,0,"11,TQ	*12864	",SL	W/L,0,0,0,6.0,0,0.0
2016-12-15,W/L,0,0,"9,TQ	*12864	",SL	W/L,0,0,0.0,5,0.0
2016-12-15,W/L,0,"10,TQ	*12864	",SL	W/L,0,0,0,6.0,0,0.0
2016-12-13,W/L,0,0,"1,TQ	*12864	",2A	A1,0,",",11.0,0,0.0
2016-12-15,W/L,0,0,"7,TQ	*12864	",3A	WL,0,0,0.0,0,0.0
2016-12-15,W/L,0,"62,TQ	*12864	",SL	S4,0,",",38,0.0,0,0.0
2016-12-16,W/L,0,0,"9,TQ	*12864	",SL	WL,0,0,0.0,0,0.0
2016-12-15,W/L,0,"15,TQ	*12864	",SL	W/L,0,0,0,3.0,0,0.0
2016-12-15,W/L,0,0,"7,TQ	*12864	",SL	W/L,0,0,0.0,7,0.0
2016-12-15,W/L,0,"86,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-16,W/L,0,"53,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-16,W/L,0,"85,TQ	*12864	",SL	W/L,0,0,30,0.0,0,0.0
2016-12-16,W/L,0,"29,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-16,W/L,0,"15,TQ	*12864	",SL	W/L,0,0,0,7.0,0,0.0
2016-12-16,W/L,0,"20,TQ	*12864	",SL	W/L,0,0,10,0.0,0,0.0
2016-12-17,W/L,0,"11,TQ	*12864	",SL	S1,0,",",57,0.0,0,0.0
2016-12-16,W/L,0,0,"2,TQ	*12864	",2A	A1,0,",",30.0,0,0.0
2016-12-18,W/L,0,"12,TQ	*12864	",3A	W/L,0,0,0,2.0,0,0.0
2016-12-18,W/L,0,"19,TQ	*12864	",3A	WL,0,0,0,0.0,0,0.0
2016-12-19,W/L,0,0,"6,TQ	*12864	",SL	S11,",",25,0.0,0,0.0
2016-12-18,W/L,0,0,"3,TQ	*12864	",SL	S8,0,",",57.0,0,0.0
2016-12-19,W/L,0,"53,TQ	*12864	",SL	W/L,0,0,21,0.0,0,0.0
2016-12-20,W/L,0,0,"3,TQ	*12864	",SL	W/L,0,0,0.0,2,0.0
2016-12-19,W/L,0,"14,TQ	*12864	",3A	WL,0,0,0,0.0,0,0.0
2016-12-19,W/L,0,"28,TQ	*12864	",SL	W/L,0,0,0,8.0,0,0.0
2016-12-19,W/L,0,"52,TQ	*12864	",SL	S12,",",0,9,0.0,0,0.0
2016-12-20,W/L,0,"51,TQ	*12864	",SL	W/L-22,0,0,0,0.0,0,0.0
2016-12-20,W/L,0,"22,TQ	*12864	",3A	WL,0,0,0,0.0,0,0.0
2016-12-20,W/L,0,0,"4,TQ	*12864	",SL	W/L,0,0,0.0,2,0.0
2016-12-21,W/L,0,"32,TQ	*12864	",3A	WL,0,0,0,0.0,0,0.0
2016-12-21,W/L,0,"19,TQ	*12864	",3A	B2,0,",",53,0.0,0,0.0
2016-12-21,W/L,0,"35,TQ	*12864	",3A	WL,0,0,0,0.0,0,0.0
2016-12-22,W/L,0,0,"1,TQ	*12864	",SL	W/L,0,0,0.0,1,0.0
2016-12-21,W/L,0,"81,TQ	*12864	",SL	W/L,0,0,47,0.0,0,0.0
2016-12-21,W/L,0,0,"1,TQ	*12864	",SL	S9,0,",",50.0,0,0.0
2016-12-22,W/L,0,0,"6,TQ	*12864	",SL	W/L,0,0,0.0,5,0.0
2016-12-20,W/L,0,0,"6,TQ	*12864	",3A	B3,0,",",0.0,7,0.0
2016-12-21,W/L,0,0,"4,TQ	*12864	",2A	A1,0,",",45.0,0,0.0
2016-12-22,W/L,0,0,"7,TQ	*12864	",3A	B3,0,",",60.0,0,0.0
2016-12-22,W/L,0,"98,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-22,W/L,0,"79,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-22,W/L,0,"18,TQ	*12864	",SL	W/L,0,0,0,7.0,0,0.0
2016-12-22,W/L,0,"46,TQ	*12864	",SL	W/L,0,0,27,0.0,0,0.0
2016-12-22,W/L,0,"89,TQ	*12864	",SL	W/L,0,0,49,0.0,0,0.0
2016-12-22,W/L,0,"31,TQ	*12864	",SL	W/L,0,0,15,0.0,0,0.0
2016-12-23,W/L,0,"15,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-22,W/L,0,"36,TQ	*12864	",3A	B3,0,",",62,0.0,0,0.0
2016-12-22,W/L,0,"84,TQ	*12864	",SL	W/L,0,0,44,0.0,0,0.0
2016-12-22,W/L,"123,TQ	*12864	",SL	W/L,0,0,72,0,0.0,0,0.0
2016-12-23,W/L,0,"14,TQ	*12864	",SL	W/L-,4,0,0,0.0,0,0.0
2016-12-22,W/L,0,"34,TQ	*12864	",SL	W/L,0,0,18,0.0,0,0.0
2016-12-23,W/L,0,"77,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-23,W/L,0,"39,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-23,W/L,0,"32,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-23,W/L,0,"19,TQ	*12864	",3A	WL,0,0,0,0.0,0,0.0
2016-12-23,W/L,0,"10,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-23,W/L,0,"40,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-23,W/L,0,"78,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-23,W/L,0,"30,TQ	*12864	",3A	WL,0,0,0,0.0,0,0.0
2016-12-23,W/L,0,"43,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-25,W/L,0,0,"2,TQ	*12864	",SL	WL,0,0,0.0,0,0.0
2016-12-25,W/L,0,0,"8,TQ	*12864	",SL	WL,0,0,0.0,0,0.0
2016-12-23,W/L,0,"38,TQ	*12864	",3A	WL,0,0,0,0.0,0,0.0
2016-12-25,W/L,0,"30,TQ	*12864	",3A	WL,0,0,0,0.0,0,0.0
2016-12-25,W/L,0,"59,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-25,W/L,0,"27,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-25,W/L,0,"34,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-25,W/L,0,0,"1,TQ	*12864	",SL	S13,",",0,1.0,0,0.0
2016-12-26,W/L,0,0,"9,TQ	*12864	",3A	WL,0,0,0.0,0,0.0
2016-12-27,W/L,0,0,"2,TQ	*12864	",SL	W/L,0,0,0.0,2,0.0
2016-12-26,W/L,0,0,"3,TQ	*12864	",3A	WL,0,0,0.0,0,0.0
2016-12-26,W/L,0,0,"3,TQ	*12864	",3A	W/L,0,0,0.0,2,0.0
2016-12-27,W/L,0,"15,TQ	*12864	",SL	W/L,0,0,11,0.0,0,0.0
2016-12-27,W/L,0,0,"4,TQ	*12864	",3A	WL,0,0,0.0,0,0.0
2016-12-27,W/L,0,0,"6,TQ	*12864	",3A	WL,0,0,0.0,0,0.0
2016-12-26,W/L,0,"54,TQ	*12864	",SL	W/L,0,0,24,0.0,0,0.0
2016-12-26,W/L,0,"60,TQ	*12864	",SL	W/L,0,0,28,0.0,0,0.0
2016-12-27,W/L,0,"38,TQ	*12864	",SL	S7,0,",",28,0.0,0,0.0
2016-12-27,W/L,0,"20,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-27,W/L,0,"57,TQ	*12864	",SL	W/L,0,0,23,0.0,0,0.0
2016-12-29,W/L,0,"11,TQ	*12864	",SL	W/L,0,0,0,6.0,0,0.0
2016-12-29,W/L,0,"14,TQ	*12864	",SL	W/L,0,0,0,3.0,0,0.0
2016-12-29,W/L,0,"43,TQ	*12864	",SL	S9,0,",",57,0.0,0,0.0
2016-12-29,W/L,0,"21,TQ	*12864	",SL	S8,0,",",59,0.0,0,0.0
2016-12-30,W/L,0,"26,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-30,W/L,0,"32,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2016-12-30,W/L,0,0,"4,TQ	*12864	",SL	S11,",",23,0.0,0,0.0
2016-12-30,W/L,0,"12,TQ	*12864	",SL	W/L,0,0,0,9.0,0,0.0
2016-12-30,W/L,0,"29,TQ	*12864	",SL	W/L,0,0,10,0.0,0,0.0
2016-12-31,W/L,0,0,"4,TQ	*12864	",SL	W/L,0,0,0.0,1,0.0
2017-01-01,W/L,0,"16,TQ	*12864	",3A	W/L,0,0,0,2.0,0,0.0
2017-01-02,W/L,0,"11,TQ	*12864	",SL	W/L,0,0,0,9.0,0,0.0
2017-01-02,W/L,0,"47,TQ	*12864	",SL	S8,0,",",25,0.0,0,0.0
2017-01-03,W/L,0,"10,TQ	*12864	",3A	B2,0,",",0,8.0,0,0.0
2017-01-03,W/L,0,0,"5,TQ	*12864	",3A	B2,0,",",0.0,6,0.0
2017-01-03,W/L,0,"12,TQ	*12864	",SL	W/L,0,0,0,8.0,0,0.0
2017-01-03,W/L,0,"25,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2017-01-03,W/L,0,0,"3,TQ	*12864	",3A	B2,0,",",0.0,5,0.0
2017-01-04,W/L,0,"10,TQ	*12864	",3A	WL,0,0,0,0.0,0,0.0
2017-01-05,W/L,0,"51,TQ	*12864	",SL	W/L,0,0,15,0.0,0,0.0
2017-01-05,W/L,0,"66,TQ	*12864	",SL	W/L,0,0,25,0.0,0,0.0
2017-01-05,W/L,0,0,"6,TQ	*12864	",SL	W/L,0,0,0.0,5,0.0
2017-01-06,W/L,0,0,"1,TQ	*12864	",2A	A1,0,",",11.0,0,0.0
2017-01-06,W/L,0,"55,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2017-01-06,W/L,0,"32,TQ	*12864	",SL	W/L,0,0,0,6.0,0,0.0
2017-01-06,W/L,0,"61,TQ	*12864	",SL	WL,0,0,0,0.0,0,0.0
2017-01-06,W/L,0,0,"9,TQ	*12864	",SL	S4,0,",",0.0,7,0.0
2017-05-23,TQWL,4	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-23,TQWL,6	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-05-25,TQWL,1	12864	SL	CNF,S6,69,0,0,0,0.0,0,0.0
2017-05-25,TQWL,3	12864	SL	CNF,S8,3,0,0,0,0.0,0,0.0
2017-05-25,TQWL,17	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-05-25,TQWL,4	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-25,TQWL,15	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-26,TQWL,5	12864	SL	CNF,S14,57,0,0,0,0.0,0,0.0
2017-05-26,TQWL,5	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-26,TQWL,40	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-26,TQWL,76	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-26,TQWL,22	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-05-26,TQWL,2	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-05-26,TQWL,15	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-27,TQWL,98	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-27,TQWL,11	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-05-27,TQWL,7	12864	SL	CNF,S13,7,0,0,0,0.0,0,0.0
2017-05-27,TQWL,16	12864	SL	CNF,S11,27,0,0,0,0.0,0,0.0
2017-05-28,TQWL,2	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-05-28,TQWL,1	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-05-28,TQWL,26	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-05-28,TQWL,12	12864	SL	CNF,S10,5,0,0,0,0.0,0,0.0
2017-05-29,TQWL,2	12864	SL	TQWL,0,2,0,0,0,0.0,0,0.0
2017-05-29,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-29,TQWL,5	12864	SL	TQWL,0,5,0,0,0,0.0,0,0.0
2017-05-29,TQWL,10	12864	SL	CNF,S6,64,0,0,0,0.0,0,0.0
2017-05-29,TQWL,54	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-29,TQWL,6	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-30,TQWL,3	12864	SL	CNF,S8,53,0,0,0,0.0,0,0.0
2017-05-29,TQWL,11	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-30,TQWL,12	12864	SL	CNF,S12,15,0,0,0,0.0,0,0.0
2017-05-31,TQWL,1	12864	SL	TQWL,0,1,0,0,0,0.0,0,0.0
2017-05-30,TQWL,4	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-05-31,TQWL,2	12864	3A	CNF,B1,59,0,0,0,0.0,0,0.0
2017-05-31,TQWL,15	12864	3A	CNF,B3,4,0,0,0,0.0,0,0.0
2017-05-30,TQWL,19	12864	SL	TQWL,0,6,0,0,0,0.0,0,0.0
2017-05-31,TQWL,17	12864	3A	CNF,B2,60,0,0,0,0.0,0,0.0
2017-05-30,TQWL,18	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-31,TQWL,40	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-05-31,TQWL,3	12864	SL	CNF,S7,6,0,0,0,0.0,0,0.0
2017-06-01,TQWL,5	12864	SL	CNF,S1,13,0,0,0,0.0,0,0.0
2017-06-01,TQWL,29	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-06-01,TQWL,6	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-06-01,TQWL,21	12864	SL	CNF,S4,41,0,0,0,0.0,0,0.0
2017-06-01,TQWL,33	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-06-01,TQWL,23	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-06-01,TQWL,28	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-06-01,TQWL,91	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-06-02,TQWL,15	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-06-02,TQWL,3	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-06-02,TQWL,44	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-06-02,TQWL,11	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-06-02,TQWL,45	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-06-01,TQWL,98	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-06-02,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-06-02,TQWL,21	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-06-02,TQWL,27	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-06-02,TQWL,78	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-06-02,TQWL,18	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-06,TQWL,3	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-06,TQWL,7	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-06,TQWL,77	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-06,TQWL,4	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-07,TQWL,13	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-06,TQWL,16	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-06,TQWL,10	12864	SL	CNF,S11,66,0,0,0,0.0,0,0.0
2017-11-05,TQWL,9	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-11-05,TQWL,67	12864	SL	TQWL,0,37,0,0,0,0.0,0,0.0
2017-11-05,TQWL,89	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-06,TQWL,7	12864	SL	CNF,S11,17,0,0,0,0.0,0,0.0
2017-11-05,TQWL,83	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-06,TQWL,2	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-06,TQWL,41	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-06,TQWL,45	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-06,TQWL,4	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-06,TQWL,6	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-07,TQWL,1	12864	SL	CNF,S12,69,0,0,0,0.0,0,0.0
2017-11-06,TQWL,8	12864	3A	CNF,B2,22,0,0,0,0.0,0,0.0
2017-11-08,TQWL,1	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-09,TQWL,5	12864	3A	CNF,B2,5,0,0,0,0.0,0,0.0
2017-11-08,TQWL,25	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-09,TQWL,39	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-09,TQWL,22	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-09,TQWL,55	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-09,TQWL,46	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-10,TQWL,21	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-11,TQWL,10	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-10,TQWL,17	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-11-10,TQWL,36	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-09,TQWL,51	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-10,TQWL,75	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-11,TQWL,1	12864	SL	CNF,S8,60,0,0,0,0.0,0,0.0
2017-11-12,TQWL,5	12864	SL	CNF,S12,49,0,0,0,0.0,0,0.0
2017-11-10,TQWL,24	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-11-11,TQWL,3	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-11-10,TQWL,64	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-12,TQWL,13	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-11-12,TQWL,11	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-11-12,TQWL,54	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-12,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-11,TQWL,6	12864	3A	CNF,B1,1,0,0,0,0.0,0,0.0
2017-11-11,TQWL,39	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-12,TQWL,42	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-12,TQWL,9	12864	SL	CNF,S11,56,0,0,0,0.0,0,0.0
2017-11-12,TQWL,101	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-13,TQWL,21	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-14,TQWL,4	12864	SL	CNF,S12,28,0,0,0,0.0,0,0.0
2017-11-12,TQWL,85	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-14,TQWL,3	12864	SL	CNF,S12,25,0,0,0,0.0,0,0.0
2017-11-15,TQWL,3	12864	SL	CNF,S3,36,0,0,0,0.0,0,0.0
2017-11-14,TQWL,12	12864	SL	CNF,S14,15,0,0,0,0.0,0,0.0
2017-11-14,TQWL,23	12864	SL	TQWL,0,4,0,0,0,0.0,0,0.0
2017-11-15,TQWL,32	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-15,TQWL,45	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-15,TQWL,1	12864	SL	TQWL,0,1,0,0,0,0.0,0,0.0
2017-11-15,TQWL,54	12864	SL	TQWL,0,25,0,0,0,0.0,0,0.0
2017-11-16,TQWL,10	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-17,TQWL,2	12864	SL	CNF,S3,49,0,0,0,0.0,0,0.0
2017-11-16,TQWL,44	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-16,TQWL,14	12864	3A	CNF,B2,8,0,0,0,0.0,0,0.0
2017-11-16,TQWL,60	12864	SL	TQWL,0,28,0,0,0,0.0,0,0.0
2017-11-17,TQWL,11	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-11-17,TQWL,10	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-11-17,TQWL,22	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-11-17,TQWL,98	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-17,TQWL,72	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-17,TQWL,84	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-18,TQWL,30	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-11-17,TQWL,100	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-17,TQWL,60	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-18,TQWL,27	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-17,TQWL,78	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-11-18,TQWL,6	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-12-31,TQWL,6	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-12-31,TQWL,3	12864	SL	CNF,S3,60,0,0,0,0.0,0,0.0
2018-01-01,TQWL,1	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-12-31,TQWL,15	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-01,TQWL,2	12864	3A	CNF,B2,6,0,0,0,0.0,0,0.0
2018-01-01,TQWL,4	12864	2A	CNF,A1,4,0,0,0,0.0,0,0.0
2018-01-01,TQWL,41	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-03,TQWL,4	12864	SL	CNF,S1,17,0,0,0,0.0,0,0.0
2018-01-03,TQWL,66	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-03,TQWL,5	12864	3A	CNF,B2,5,0,0,0,0.0,0,0.0
2018-01-03,TQWL,60	12864	SL	TQWL,0,11,0,0,0,0.0,0,0.0
2018-01-03,TQWL,31	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-03,TQWL,27	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-05,TQWL,1	12864	SL	CNF,S1,57,0,0,0,0.0,0,0.0
2018-01-05,TQWL,4	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-04,TQWL,9	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-04,TQWL,81	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-04,TQWL,48	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-04,TQWL,50	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-05,TQWL,31	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-05,TQWL,106	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-05,TQWL,44	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-05,TQWL,19	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-04,TQWL,1	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-05,TQWL,76	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-05,TQWL,85	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-07,TQWL,5	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-05,TQWL,5	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2018-01-07,TQWL,53	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-07,TQWL,2	12864	3A	TQWL,0,1,0,0,0,0.0,0,0.0
2018-01-07,TQWL,17	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-07,TQWL,19	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-07,TQWL,26	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-07,TQWL,22	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-07,TQWL,7	12864	3A	CNF,B1,8,0,0,0,0.0,0,0.0
2018-01-07,TQWL,102	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-07,TQWL,80	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2018-01-08,TQWL,49	12864	SL	TQWL,0,7,0,0,0,0.0,0,0.0
2018-01-07,TQWL,47	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
