Date,Booking_status,level_3,level_4,level_5,level_6,JourneyDate,BookingStatus,TrainNo,ClassOfTravel,ChartingStatus
2017-08-28,TQWL,75	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-08-29,TQWL,3	12864	SL	TQWL,0,1,0,0,0,0.0,0,0.0
2017-08-28,TQWL,1	12864	SL	CNF,S4,11,0,0,0,0.0,0,0.0
2017-08-28,TQWL,5	12864	SL	CNF,S3,23,0,0,0,0.0,0,0.0
2017-08-28,TQWL,118	12864	SL	TQWL,0,63,0,0,0,0.0,0,0.0
2017-08-29,TQWL,1	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-08-28,TQWL,49	12864	SL	TQWL,0,22,0,0,0,0.0,0,0.0
2017-08-29,TQWL,62	12864	SL	TQWL,0,24,0,0,0,0.0,0,0.0
2017-08-29,TQWL,60	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-08-29,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-08-28,TQWL,1	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-08-29,TQWL,17	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-08-28,TQWL,112	12864	SL	CNF,S3,21,0,0,0,0.0,0,0.0
2017-08-29,TQWL,14	12864	SL	TQWL,0,8,0,0,0,0.0,0,0.0
2017-08-29,TQWL,86	12864	SL	TQWL,0,41,0,0,0,0.0,0,0.0
2017-08-29,TQWL,33	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-08-29,TQWL,2	12864	3A	TQWL,0,1,0,0,0,0.0,0,0.0
2017-08-29,TQWL,106	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-08-29,TQWL,87	12864	SL	CNF,S3,23,0,0,0,0.0,0,0.0
2017-08-31,TQWL,49	12864	SL	TQWL,0,21,0,0,0,0.0,0,0.0
2017-08-31,TQWL,95	12864	SL	TQWL,0,41,0,0,0,0.0,0,0.0
2017-08-31,TQWL,86	12864	SL	TQWL,0,38,0,0,0,0.0,0,0.0
2017-08-31,TQWL,48	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-08-31,TQWL,46	12864	SL	TQWL,0,18,0,0,0,0.0,0,0.0
2017-08-31,TQWL,43	12864	SL	TQWL,0,15,0,0,0,0.0,0,0.0
2017-09-01,TQWL,11	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-08-31,TQWL,61	12864	SL	TQWL,0,29,0,0,0,0.0,0,0.0
2017-09-01,TQWL,107	12864	SL	TQWL,0,37,0,0,0,0.0,0,0.0
2017-08-31,TQWL,58	12864	SL	TQWL,0,26,0,0,0,0.0,0,0.0
2017-09-01,TQWL,55	12864	SL	TQWL,0,13,0,0,0,0.0,0,0.0
2017-09-01,TQWL,66	12864	SL	TQWL,0,18,0,0,0,0.0,0,0.0
2017-09-01,TQWL,1	12864	3A	CNF,B2,11,0,0,0,0.0,0,0.0
2017-09-03,TQWL,3	12864	SL	CNF,S8,51,0,0,0,0.0,0,0.0
2017-09-01,TQWL,32	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-01,TQWL,98	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-02,TQWL,20	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-02,TQWL,1	12864	SL	CNF,S7,20,0,0,0,0.0,0,0.0
2017-09-04,TQWL,3	12864	SL	CNF,S2,12,0,0,0,0.0,0,0.0
2017-09-04,TQWL,1	12864	SL	CNF,S6,9,0,0,0,0.0,0,0.0
2017-09-04,TQWL,9	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-04,TQWL,16	12864	3A	CNF,B1,19,0,0,0,0.0,0,0.0
2017-09-05,TQWL,45	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-04,TQWL,55	12864	SL	TQWL,0,27,0,0,0,0.0,0,0.0
2017-09-04,TQWL,24	12864	SL	TQWL,0,10,0,0,0,0.0,0,0.0
2017-09-05,TQWL,8	12864	3A	CNF,B2,6,0,0,0,0.0,0,0.0
2017-09-05,TQWL,37	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-05,TQWL,1	12864	SL	CNF,S6,20,0,0,0,0.0,0,0.0
2017-09-05,TQWL,42	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-06,TQWL,27	12864	3A	CNF,B2,10,0,0,0,0.0,0,0.0
2017-09-06,TQWL,16	12864	3A	CNF,B2,5,0,0,0,0.0,0,0.0
2017-09-06,TQWL,61	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-06,TQWL,78	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-06,TQWL,18	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-08,TQWL,3	12864	SL	CNF,S8,43,0,0,0,0.0,0,0.0
2017-09-07,TQWL,75	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-07,TQWL,83	12864	SL	TQWL,0,34,0,0,0,0.0,0,0.0
2017-09-08,TQWL,12	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-08,TQWL,104	12864	SL	TQWL,0,35,0,0,0,0.0,0,0.0
2017-09-08,TQWL,98	12864	SL	TQWL,0,31,0,0,0,0.0,0,0.0
2017-09-08,TQWL,66	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-08,TQWL,2	12864	2A	TQWL,0,2,0,0,0,0.0,0,0.0
2017-09-07,TQWL,7	12864	3A	CNF,B2,9,0,0,0,0.0,0,0.0
2017-09-07,TQWL,54	12864	SL	TQWL,0,18,0,0,0,0.0,0,0.0
2017-09-08,TQWL,6	12864	SL	TQWL,0,5,0,0,0,0.0,0,0.0
2017-09-07,TQWL,24	12864	SL	TQWL,0,1,0,0,0,0.0,0,0.0
2017-09-08,TQWL,30	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-09,TQWL,2	12864	SL	CNF,S14,9,0,0,0,0.0,0,0.0
2017-09-08,TQWL,55	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-09,TQWL,44	12864	SL	TQWL,0,17,0,0,0,0.0,0,0.0
2017-09-09,TQWL,102	12864	SL	TQWL,0,59,0,0,0,0.0,0,0.0
2017-09-09,TQWL,68	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-09,TQWL,60	12864	SL	TQWL,0,29,0,0,0,0.0,0,0.0
2017-09-08,TQWL,79	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-09,TQWL,65	12864	SL	TQWL,0,33,0,0,0,0.0,0,0.0
2017-09-09,TQWL,39	12864	SL	TQWL,0,14,0,0,0,0.0,0,0.0
2017-09-09,TQWL,1	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-09,TQWL,2	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-11,TQWL,1	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-10,TQWL,1	12864	3A	CNF,B2,5,0,0,0,0.0,0,0.0
2017-09-10,TQWL,80	12864	SL	TQWL,0,40,0,0,0,0.0,0,0.0
2017-09-09,TQWL,5	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-09,TQWL,33	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-10,TQWL,5	12864	SL	TQWL,0,3,0,0,0,0.0,0,0.0
2017-09-11,TQWL,19	12864	3A	TQWL,0,2,0,0,0,0.0,0,0.0
2017-09-11,TQWL,21	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-11,TQWL,29	12864	SL	CNF,S5,9,0,0,0,0.0,0,0.0
2017-09-11,TQWL,20	12864	SL	TQWL,0,8,0,0,0,0.0,0,0.0
2017-09-11,TQWL,3	12864	SL	TQWL,0,1,0,0,0,0.0,0,0.0
2017-09-11,TQWL,28	12864	SL	TQWL,0,13,0,0,0,0.0,0,0.0
2017-09-11,TQWL,16	12864	3A	CNF,B3,8,0,0,0,0.0,0,0.0
2017-09-13,TQWL,13	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-13,TQWL,41	12864	SL	TQWL,0,10,0,0,0,0.0,0,0.0
2017-09-13,TQWL,70	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-13,TQWL,8	12864	SL	TQWL,0,1,0,0,0,0.0,0,0.0
2017-09-12,TQWL,4	12864	SL	TQWL,0,1,0,0,0,0.0,0,0.0
2017-09-12,TQWL,34	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-12,TQWL,9	12864	3A	CNF,B2,60,0,0,0,0.0,0,0.0
2017-09-13,TQWL,81	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-12,TQWL,38	12864	SL	TQWL,0,25,0,0,0,0.0,0,0.0
2017-09-13,TQWL,116	12864	SL	TQWL,0,57,0,0,0,0.0,0,0.0
2017-09-13,TQWL,100	12864	SL	TQWL,0,43,0,0,0,0.0,0,0.0
2017-09-14,TQWL,101	12864	SL	TQWL,0,27,0,0,0,0.0,0,0.0
2017-09-15,TQWL,3	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-14,TQWL,100	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-14,TQWL,81	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-15,TQWL,3	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-15,TQWL,5	12864	SL	CNF,S8,5,0,0,0,0.0,0,0.0
2017-09-14,TQWL,90	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-14,TQWL,96	12864	SL	TQWL,0,23,0,0,0,0.0,0,0.0
2017-09-15,TQWL,56	12864	3A	TQWL,0,11,0,0,0,0.0,0,0.0
2017-09-15,TQWL,52	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-15,TQWL,63	12864	SL	TQWL,0,21,0,0,0,0.0,0,0.0
2017-09-16,TQWL,7	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-16,TQWL,41	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-16,TQWL,4	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-16,TQWL,59	12864	3A	TQWL,0,7,0,0,0,0.0,0,0.0
2017-09-16,TQWL,54	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-16,TQWL,110	12864	SL	CNF,S3,36,0,0,0,0.0,0,0.0
2017-09-17,TQWL,10	12864	SL	CNF,S11,46,0,0,0,0.0,0,0.0
2017-09-16,TQWL,24	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-16,TQWL,125	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-16,TQWL,15	12864	SL	CNF,S11,43,0,0,0,0.0,0,0.0
2017-09-16,TQWL,122	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-16,TQWL,20	12864	SL	CNF,S8,18,0,0,0,0.0,0,0.0
2017-09-16,TQWL,37	12864	SL	TQWL,0,10,0,0,0,0.0,0,0.0
2017-09-17,TQWL,44	12864	3A	TQWL,0,4,0,0,0,0.0,0,0.0
2017-09-17,TQWL,62	12864	SL	TQWL,0,26,0,0,0,0.0,0,0.0
2017-09-17,TQWL,59	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-17,TQWL,91	12864	SL	TQWL,0,41,0,0,0,0.0,0,0.0
2017-09-17,TQWL,73	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-17,TQWL,4	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-16,TQWL,56	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-17,TQWL,68	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-17,TQWL,122	12864	SL	TQWL,0,57,0,0,0,0.0,0,0.0
2017-09-17,TQWL,48	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-17,TQWL,2	12864	3A	CNF,B1,43,0,0,0,0.0,0,0.0
2017-09-17,TQWL,52	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-17,TQWL,37	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-18,TQWL,3	12864	SL	CNF,S7,1,0,0,0,0.0,0,0.0
2017-09-17,TQWL,38	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-18,TQWL,16	12864	3A	TQWL,0,5,0,0,0,0.0,0,0.0
2017-09-18,TQWL,30	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-18,TQWL,14	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-18,TQWL,93	12864	SL	TQWL,0,46,0,0,0,0.0,0,0.0
2017-09-18,TQWL,97	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-18,TQWL,20	12864	3A	RELD,0,0,0,0,0,0.0,0,0.0
2017-09-18,TQWL,19	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-18,TQWL,29	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-18,TQWL,23	12864	SL	TQWL,0,4,0,0,0,0.0,0,0.0
2017-09-18,TQWL,82	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-18,TQWL,83	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-17,TQWL,42	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-18,TQWL,94	12864	SL	TQWL,0,47,0,0,0,0.0,0,0.0
2017-09-17,TQWL,110	12864	SL	CNF,S3,33,0,0,0,0.0,0,0.0
2017-09-19,TQWL,9	12864	SL	CNF,S12,30,0,0,0,0.0,0,0.0
2017-09-18,TQWL,6	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-19,TQWL,8	12864	3A	TQWL,0,4,0,0,0,0.0,0,0.0
2017-09-20,TQWL,3	12864	SL	TQWL,0,2,0,0,0,0.0,0,0.0
2017-09-19,TQWL,53	12864	SL	TQWL,0,24,0,0,0,0.0,0,0.0
2017-09-19,TQWL,5	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-19,TQWL,40	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-20,TQWL,10	12864	SL	CNF,S8,60,0,0,0,0.0,0,0.0
2017-09-20,TQWL,61	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,4	12864	SL	CNF,S6,60,0,0,0,0.0,0,0.0
2017-09-20,TQWL,71	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-20,TQWL,38	12864	SL	TQWL,0,14,0,0,0,0.0,0,0.0
2017-09-19,TQWL,105	12864	SL	TQWL,0,58,0,0,0,0.0,0,0.0
2017-09-20,TQWL,45	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-20,TQWL,88	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,41	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,47	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,123	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,1	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,87	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,119	12864	SL	CNF,S7,1,0,0,0,0.0,0,0.0
2017-09-22,TQWL,10	12864	SL	TQWL,0,4,0,0,0,0.0,0,0.0
2017-09-21,TQWL,91	12864	SL	TQWL,0,40,0,0,0,0.0,0,0.0
2017-09-21,TQWL,27	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,50	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,38	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,29	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,54	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,117	12864	SL	TQWL,0,54,0,0,0,0.0,0,0.0
2017-09-21,TQWL,47	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,18	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,51	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,59	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,80	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,64	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,50	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,6	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,42	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,94	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,83	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,63	12864	SL	CNF,S3,12,0,0,0,0.0,0,0.0
2017-09-22,TQWL,77	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-23,TQWL,3	12864	3A	CNF,B3,3,0,0,0,0.0,0,0.0
2017-09-21,TQWL,111	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-21,TQWL,72	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-23,TQWL,9	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,2	12864	3A	CNF,B3,2,0,0,0,0.0,0,0.0
2017-09-23,TQWL,2	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,71	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,35	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-22,TQWL,71	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-23,TQWL,7	12864	3A	TQWL,0,3,0,0,0,0.0,0,0.0
2017-09-23,TQWL,7	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-23,TQWL,46	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-23,TQWL,111	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-23,TQWL,118	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-24,TQWL,63	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-23,TQWL,48	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-23,TQWL,86	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-23,TQWL,22	12864	SL	TQWL,0,12,0,0,0,0.0,0,0.0
2017-09-23,TQWL,6	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-23,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-23,TQWL,10	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-23,TQWL,112	12864	SL	CNF,S3,23,0,0,0,0.0,0,0.0
2017-09-24,TQWL,5	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-24,TQWL,74	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-24,TQWL,119	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-24,TQWL,118	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,12	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,5	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-24,TQWL,7	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-24,TQWL,37	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-24,TQWL,2	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-24,TQWL,21	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,17	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,2	12864	2A	CNF,A1,9,0,0,0,0.0,0,0.0
2017-09-25,TQWL,3	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-26,TQWL,1	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,109	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,102	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,84	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,35	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,57	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,41	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,30	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,11	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,16	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,65	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-26,TQWL,14	12864	SL	TQWL,0,7,0,0,0,0.0,0,0.0
2017-09-26,TQWL,17	12864	SL	TQWL,0,10,0,0,0,0.0,0,0.0
2017-09-26,TQWL,12	12864	SL	CNF,S3,23,0,0,0,0.0,0,0.0
2017-09-25,TQWL,73	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-25,TQWL,55	12864	SL	TQWL,0,34,0,0,0,0.0,0,0.0
2017-09-25,TQWL,25	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-26,TQWL,22	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-26,TQWL,28	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-26,TQWL,2	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,6	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-26,TQWL,16	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-26,TQWL,64	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-26,TQWL,69	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-26,TQWL,3	12864	3A	CNF,B1,42,0,0,0,0.0,0,0.0
2017-09-26,TQWL,39	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-26,TQWL,15	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-26,TQWL,20	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-26,TQWL,32	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-26,TQWL,26	12864	SL	CNF,S5,53,0,0,0,0.0,0,0.0
2017-09-26,TQWL,19	12864	3A	CNF,B2,48,0,0,0,0.0,0,0.0
2017-09-26,TQWL,88	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,6	12864	SL	CNF,S13,57,0,0,0,0.0,0,0.0
2017-09-27,TQWL,8	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,32	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,16	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,4	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,27	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,34	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,12	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,65	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,53	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,40	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,60	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,97	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,92	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-27,TQWL,3	12864	SL	CNF,S7,9,0,0,0,0.0,0,0.0
2017-09-27,TQWL,5	12864	SL	CNF,S8,38,0,0,0,0.0,0,0.0
2017-09-27,TQWL,82	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-28,TQWL,27	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-28,TQWL,14	12864	SL	CNF,S6,13,0,0,0,0.0,0,0.0
2017-09-28,TQWL,35	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-28,TQWL,125	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-28,TQWL,116	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-29,TQWL,2	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-28,TQWL,67	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-28,TQWL,38	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-28,TQWL,118	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-28,TQWL,1	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-28,TQWL,56	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-29,TQWL,1	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-29,TQWL,19	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-29,TQWL,21	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-29,TQWL,2	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-29,TQWL,12	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-29,TQWL,31	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-29,TQWL,44	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-29,TQWL,46	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-29,TQWL,104	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-29,TQWL,62	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-30,TQWL,9	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-30,TQWL,18	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-30,TQWL,4	12864	2A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-30,TQWL,49	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-30,TQWL,37	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-30,TQWL,76	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-30,TQWL,117	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-30,TQWL,19	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-09-30,TQWL,68	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-01,TQWL,10	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-30,TQWL,39	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-09-30,TQWL,16	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-01,TQWL,10	12864	3A	WL,0,0,0,0,0,0.0,0,0.0
2017-10-01,TQWL,45	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-01,TQWL,100	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-01,TQWL,69	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
2017-10-01,TQWL,61	12864	SL	WL,0,0,0,0,0,0.0,0,0.0
